ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
283899161,Photo,Chorlo Dorado Americano,Pluvialis dominica,,Cesar Bollatty - www.birdsofperutours.com,2020-11-28,2020,11,28,1124,Peru,PE-MDD,Madre de Dios,,"Carretera bajo Madre de Dios cb.  -12.59289, -69.15975",-12.5928850,-69.1597460,"",,Unspecified,"","",,,,,,,S76861888,"",,,,,Pluvialis dominica,amgplo,Species,5668,,5.00,2,,1983,2776
283082571,Photo,Tortolita Peruana,Columbina cruziana,,Geraint Langford,2020-11-26,2020,11,26,1344,Peru,PE-LIM,Lima,,Parque De Los Héroes,-12.1383513,-77.0243942,"",,Unspecified,"","",,,,,,,S76719834,"",,,,,Columbina cruziana,crgdov1,Species,2213,,5.00,2,,2429,3236
282729651,Photo,Estrellita de Collar Púrpura,Myrtis fanny,,Angel  Cárdenas Hidalgo,2020-11-24,2020,11,24,850,Peru,PE-LIM,Lima,,RN Lomas de Lachay,-11.3733485,-77.3608303,"",,Unspecified,"","",,,,,,,S76670891,"",,,,,Myrtis fanny,pucwoo1,Species,4658,,5.00,2,,3887,3988
282718061,Photo,Tordo Brilloso,Molothrus bonariensis,,Geraint Langford,2020-11-25,2020,11,25,937,Peru,PE-LIM,Lima,,Parque De Los Héroes,-12.1383513,-77.0243942,"",,Unspecified,"","",,,,,,,S76668652,"",,,,Two adults and a juvenile,Molothrus bonariensis,shicow,Species,32716,,5.00,2,,2616,3215
282437271,Photo,Gorrión de Ceja Amarilla,Ammodramus aurifrons,,Jeff Peters,2018-07-30,2018,7,30,540,Peru,PE-LOR,Loreto,,Floodplain east of Malecon Maldonado,-3.7520451,-73.2404396,"",,Unspecified,"","",,,,,,,S47552951,"",,,,,Ammodramus aurifrons,yebspa1,Species,,,5.00,2,,1811,2717
282248801,Photo,Gallinazo Rey,Sarcoramphus papa,,Bill Telfair,2015-10-01,2015,10,1,600,Peru,PE-MDD,Madre de Dios,,Boca Manu (pueblo),-12.2642240,-70.9095544,"",,Unspecified,"","",,,,,,,S25501342,"",,,,,Sarcoramphus papa,kinvul1,Species,7411,,5.00,2,,833,1256
281671051,Photo,Mosquerito de Alisos,Empidonax alnorum,,Maria Canahua,2020-11-20,2020,11,20,710,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Lagunilla Norte,-12.2008016,-76.9952989,"",,Unspecified,"","",,,,,,,S76489950,"",,,,"Se encontró en la totora, muy cerca a la carretera.",Empidonax alnorum,aldfly,Species,16284,,5.00,2,,1350,1080
281337921,Photo,Aguila Solitaria,Buteogallus solitarius,,Graham Floyd,2019-06-26,2019,6,26,932,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Túneles Pillahuata (2200-2500m),-13.1577714,-71.5976000,"",,Unspecified,"","",,,,,,,S57728824,"",,,,"Km 53 marker, photos.",Buteogallus solitarius,soleag1,Species,7929,,5.00,2,,2627,3678
280241301,Photo,Pato-Silbón de Cara Blanca,Dendrocygna viduata,,Oscar Johnson,2015-06-21,2015,6,21,834,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,Adult – 2,,Unspecified,"","",,,,,,,S23998658,"",,,,Very tame. Got good photos.,Dendrocygna viduata,wfwduc1,Species,218,,5.00,2,,2592,3888
280210771,Photo,Bandurria Andina,Theristicus branickii,,David F. Belmonte,2020-11-13,2020,11,13,1339,Peru,PE-APU,Apurímac,,Lagunas de Lliullita,-14.0072587,-72.7985314,"",,Unspecified,"","",,,,,,,S76276365,"",,,,,Theristicus branickii,bkfibi2,Species,7288,,5.00,2,,2754,4218
280210031,Photo,Negrito Andino,Lessonia oreas,,David F. Belmonte,2020-11-13,2020,11,13,1339,Peru,PE-APU,Apurímac,,Lagunas de Lliullita,-14.0072587,-72.7985314,"",,Unspecified,"","",,,,,,,S76276365,"",,,,,Lessonia oreas,andneg1,Species,16378,,5.00,2,,2537,3792
280209961,Photo,Avefría Andina,Vanellus resplendens,,David F. Belmonte,2020-11-13,2020,11,13,1339,Peru,PE-APU,Apurímac,,Lagunas de Lliullita,-14.0072587,-72.7985314,"",,Unspecified,"","",,,,,,,S76276365,"",,,,,Vanellus resplendens,andlap1,Species,5722,,5.00,2,,2780,4256
279575031,Photo,Zambullidor de Pico Grueso,Podilymbus podiceps,,Shirley Freyre  Mauny,2020-11-12,2020,11,12,1530,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,-12.2243504,-76.9878852,"","",Unspecified,"","",,,,,,,S76175805,"",,,,,Podilymbus podiceps,pibgre,Species,1785,,5.00,2,Watermark,683,1024
279339701,Photo,Montañes Barbudo,Oreonympha nobilis,,David F. Belmonte,2020-11-10,2020,11,10,1600,Peru,PE-APU,Apurímac,,Alrededores de Virundo,-14.2578097,-72.6780074,"",,Unspecified,"","",,,,,,,S76143695,"",,,,,Oreonympha nobilis,beamou1,Species,4401,,5.00,2,,1721,2574
276759281,Photo,Mosquero Bermellón,Pyrocephalus rubinus,,David F. Belmonte,2020-11-02,2020,11,2,950,Peru,PE-LIM,Lima,,Malecon Godofredo Garcia/Area Verde San Isidro Mar,-12.1070539,-77.0589477,"",,Unspecified,"","",,,,,,,S75744519,"",,,,,Pyrocephalus rubinus,verfly,Species,16252,,5.00,2,,3288,4992
276757831,Photo,Monterita Acollarada,Poospiza hispaniolensis,,David F. Belmonte,2020-11-02,2020,11,2,916,Peru,PE-LIM,Lima,,Parque Benemérita Guardia Civil,-12.1047539,-77.0591958,"",,Unspecified,"","",,,,,,,S75744237,"",,,,"Es probable que esté registrando la misma hembra desde hace varios meses. Intuyo que es el único individuo de la especie en el parque. En todas las ocasiones la he observado mezclada con troglodytes aedon, sicalis flaveola, camptostoma obsoletum, entre otros.",Poospiza hispaniolensis,cowfin1,Species,34105,,5.00,2,,3161,4888
276564961,Photo,Viudita-Negra de Ala Blanca,Knipolegus aterrimus,,Jaime Valenzuela Trujillo,2020-11-01,2020,11,1,630,Peru,PE-APU,Apurímac,,Santuario Nacional Ampay--Puesto de Vigilancia y Control Sahuanay,-13.6033932,-72.8759622,"",,Unspecified,"","",,,,,,,S75718351,"",,,,,Knipolegus aterrimus,whwblt1,Species,16291,,5.00,2,,2538,3793
276355451,Photo,Colibrí de Oasis,Rhodopis vesper,,David F. Belmonte,2020-10-31,2020,10,31,625,Peru,PE-MOQ,Moquegua,,Valle Moquegua,-17.1839600,-70.9543000,"",,Unspecified,"","",,,,,,,S75681971,"",,,,,Rhodopis vesper,oashum1,Species,4661,,5.00,2,,1608,2442
276254281,Photo,Cola-Espina Rufo,Synallaxis unirufa,,Thibaud Aronson,2020-08-02,2020,8,2,840,Peru,PE-PAS,Pasco,,Camino Cueva Blanca-Santa Barbara,-10.3638900,-75.5983600,"",,Unspecified,"","",,,,,,,S72413927,"",,,,,Synallaxis unirufa,rufspi1,Species,15012,,5.00,2,,3648,4511
276205871,Photo,Torito de Cresta Pintada,Anairetes reguloides,,Pedro Eduardo Allasi Condo,2020-10-23,2020,10,23,648,Peru,PE-ARE,Arequipa,,"Auto selected -17.14791, -71.80516",-17.1479120,-71.8051600,"",,Unspecified,"","",,,,,,,S75245185,"",,,,,Anairetes reguloides,pcttyr1,Species,15824,,5.00,2,,1000,1500
275906151,Photo,Tortolita Peruana,Columbina cruziana,,Pierina Bermejo Huerta,2020-10-30,2020,10,30,1048,Peru,PE-ARE,Arequipa,,"Vallecito, Arequipa, Arequipa, PE (-16,407, -71,543)",-16.4068953,-71.5431689,"",,Unspecified,"","",,,,,,,S75618185,"",,,,17 machos adultos. Siempre forragean en este lugar debajo del Vilco (Anadenanthera colubrina),Columbina cruziana,crgdov1,Species,2243,,5.00,2,,2144,3216
275731321,Photo,Colibrí de Oasis,Rhodopis vesper,,Pedro Eduardo Allasi Condo,2020-10-30,2020,10,30,804,Peru,PE-ARE,Arequipa,,"Auto selected -16.32900, -71.55424",-16.3290030,-71.5542450,"",,Unspecified,"","",,,,,,,S75589461,"",,,,Hembra y dos machos,Rhodopis vesper,oashum1,Species,4625,,5.00,2,,1000,1500
275252941,Photo,Saltarín Estriado,Machaeropterus striolatus,,Walter Cuelo Pizarro,2020-10-27,2020,10,27,547,Peru,PE-LOR,Loreto,,"Carretera Buen Retiro. Nauta, Loreto, PE (-4.5, -73.568)",-4.5000050,-73.5679100,"",,Unspecified,"","",,,,,,,S75485683,"",,,,,Machaeropterus striolatus,strman5,Species,15155,,5.00,2,,596,893
273697451,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,"Numenius phaeopus -- Zarapito Trinador; Tringa semipalmata -- Playero de Ala Blanca",Diego Caiafa,2014-10-04,2014,10,4,0,Peru,PE-LIM,Lima,,"Pantanos de Villa, Lima",-12.2173879,-76.9857502,"",,Unspecified,"","",,,,,,,S62669915,"",,,Foto: Patricia Pagano,,Coragyps atratus,blkvul,Species,,,5.00,2,,4000,6016
273145111,Photo,Gritador Unicornio (Camungo),Anhima cornuta,,Ali Wright,2012-08-22,2012,8,22,830,Peru,PE-MDD,Madre de Dios,,Cocha Blanco,-12.4047243,-70.7154751,"",,Unspecified,"","",,,,,,,S75170395,"",,,,,Anhima cornuta,horscr1,Species,212,,5.00,2,,2592,3888
273126431,Photo,Quetzal Crestado,Pharomachrus antisianus,,Ali Wright,2012-08-28,2012,8,28,1400,Peru,PE-CUS,Cuzco [Cusco],,Cock of the Rock Lodge,-13.0562210,-71.5459100,"",,Unspecified,"","",,,,,,,S75167260,"",,,,,Pharomachrus antisianus,creque1,Species,,,5.00,2,,1916,1277
272422891,Photo,Zambullidor de Pico Grueso,Podilymbus podiceps,,David F. Belmonte,2020-10-17,2020,10,17,1350,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Génesis,-12.2110124,-76.9878960,"",,Unspecified,"","",,,,,,,S74992674,"",,,,,Podilymbus podiceps,pibgre,Species,1785,,5.00,2,,2496,3972
272422551,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,David F. Belmonte,2020-10-17,2020,10,17,1350,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Génesis,-12.2110124,-76.9878960,"",,Unspecified,"","",,,,,,,S74992674,"",,,,,Coragyps atratus,blkvul,Species,,,5.00,2,,3256,4800
272080051,Photo,Semillero de Cola Bandeada,Catamenia analis,,walter mancilla huaman,2020-10-17,2020,10,17,1608,Peru,PE-AYA,Ayacucho,,"Ayacucho 102, San Miguel, Ayacucho, PE (-13.013, -73.981)",-13.0125662,-73.9805425,"",,Unspecified,"","",,,,,,,S74982882,"",,,,,Catamenia analis,batsee1,Species,34462,,5.00,2,,1496,2400
271868491,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,Gian  Iturrizaga,2020-10-17,2020,10,17,1213,Peru,PE-LIM,Lima,,Parque de Las Leyendas,-12.0681534,-77.0866013,"",,Unspecified,"","",,,,,,,S74960341,"",,,,,Coragyps atratus,blkvul,Species,,,5.00,2,,1080,1920
271824401,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,Andrea Olivera Jara,2020-10-17,2020,10,17,1230,Peru,PE-LIM,Lima,,Río Chillón - Granja Villavicencuo,-11.8990990,-77.0625886,"",,Unspecified,"","",,,,,,,S74973692,"",,,,descansando y volando,Coragyps atratus,blkvul,Species,,,5.00,2,,3000,4000
271389651,Photo,Canastero de Junín,Asthenes virgata,,Tomas  Llancay Levita,2020-10-10,2020,10,10,1501,Peru,PE-CUS,Cuzco [Cusco],,Laguna Can Can,-13.2922577,-71.9822151,Adult Male – 1,,Unspecified,"","",,,,,,,S74743446,"",,,,,Asthenes virgata,juncan1,Species,14767,,5.00,2,,2501,2748
271389471,Photo,Tapaculo de la Puna,Scytalopus simonsi,,Tomas  Llancay Levita,2020-10-10,2020,10,10,1501,Peru,PE-CUS,Cuzco [Cusco],,Laguna Can Can,-13.2922577,-71.9822151,Adult Male – 1,,Unspecified,"","",,,,,,,S74743446,"",,,,,Scytalopus simonsi,puntap1,Species,13797,,5.00,2,,2111,2272
271389461,Photo,Tapaculo de la Puna,Scytalopus simonsi,,Tomas  Llancay Levita,2020-10-10,2020,10,10,1501,Peru,PE-CUS,Cuzco [Cusco],,Laguna Can Can,-13.2922577,-71.9822151,Adult Male – 1,,Unspecified,"","",,,,,,,S74743446,"",,,,,Scytalopus simonsi,puntap1,Species,13797,,5.00,2,,1680,1824
271388811,Photo,Torito Copetón,Anairetes parulus,,Tomas  Llancay Levita,2020-10-11,2020,10,11,610,Peru,PE-CUS,Cuzco [Cusco],,Laguna Can Can,-13.2922577,-71.9822151,Adult Male – 1,,Unspecified,"","",,,,,,,S74743487,"",,,,,Anairetes parulus,tuttyr1,Species,,,5.00,2,,2222,2055
268288981,Photo,Búho Penachudo,Lophostrix cristata,,Christian  Nunes,2009-12-29,2009,12,29,0,Peru,PE-LOR,Loreto,,RN Allpahuayo Mishana,-3.9318012,-73.6013603,"",,Unspecified,"","",,,,,,,S24093427,"",,,,,Lophostrix cristata,creowl1,Species,8382,,5.00,2,,2577,3606
267977021,Photo,Búho Americano (magellanicus),Bubo virginianus magellanicus,,Pedro Eduardo Allasi Condo,2020-10-01,2020,10,1,1700,Peru,PE-ARE,Arequipa,,Chiguata,-16.4011795,-71.3904643,"",,Unspecified,"","",,,,,,,S74387357,"",,,,inmaduro y adulto,Bubo virginianus,grhowl2,Group,8413,,5.00,2,,1000,1500
267004921,Photo,Ala-de-Sable de Pecho Gris,Campylopterus largipennis,,Arthur Grosset,2018-10-07,2018,10,7,0,Peru,PE-SAM,San Martín,,Reserva Arena Blanca,-5.6825232,-77.6335144,"",,Unspecified,"","",,,,,,,S63502558,"",,,"showing the ""sabre"" wing",,Campylopterus largipennis,gybsab1,Species,4782,,5.00,2,,1067,1600
266770691,Photo,Carpintero Guayaquileño,Campephilus gayaquilensis,,Arthur Grosset,2018-10-18,2018,10,18,0,Peru,PE-CAJ,Cajamarca,,"Cerro Casupe (-6.5327, -79.3833)",-6.5483681,-79.2139460,Adult Female – 1,,Unspecified,"","",,,,,,,S65191745,"",,,,,Campephilus gayaquilensis,guawoo2,Species,11049,,5.00,2,,1067,1600
266436811,Photo,Playerito Semipalmado,Calidris pusilla,,Tomas  Llancay Levita,2020-03-10,2020,3,10,805,Peru,PE-ICA,Ica,,Playa El Chaco,-13.8308119,-76.2475355,"",,Unspecified,"","",,,,,,,S65733814,"",,,,,Calidris pusilla,semsan,Species,,,5.00,2,,1830,1949
266195101,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,Joao Freitas,2016-07-20,2016,7,20,1015,Peru,PE-LIM,Lima,,Parque Tres Picos,-12.1202670,-77.0459953,"",,Unspecified,"","",,,,,,,S74119643,"",,,,,Coragyps atratus,blkvul,Species,7412,,5.00,2,,2498,3380
266008301,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,Jorge Alcalá,2020-09-26,2020,9,26,1514,Peru,PE-PIU,Piura,,"Panamericana Norte, Talara, Piura, PE (-4.563, -81.277)",-4.5627283,-81.2769188,"",,Unspecified,"","",,,,,,,S74092506,"",,,,,Coragyps atratus,blkvul,Species,7412,,5.00,2,,1536,2048
264782891,Photo,Colibrí de Pecho Castaño,Boissonneaua matthewsii,,Arthur Grosset,2018-10-05,2018,10,5,0,Peru,PE-AMA,Amazonas,,ACP Abra Patricia,-5.6871246,-77.7864647,"",,Unspecified,"","",,,,,,,S65191638,"",,,,,Boissonneaua matthewsii,chbcor1,Species,4531,,5.00,2,,1066,1600
264346401,Photo,Mosquerito de Pecho Rayado,Myiophobus fasciatus,,Susanna Lewis de Amable,2020-09-20,2020,9,20,551,Peru,PE-MDD,Madre de Dios,,Finca Las Piedras,-12.2260110,-69.1146540,"",,Unspecified,"","",,,,,,,S73840111,"",,,,,Myiophobus fasciatus,brcfly1,Species,,,5.00,2,,2001,3002
264346391,Photo,Mosquerito de Pecho Rayado,Myiophobus fasciatus,,Susanna Lewis de Amable,2020-09-20,2020,9,20,551,Peru,PE-MDD,Madre de Dios,,Finca Las Piedras,-12.2260110,-69.1146540,"",,Unspecified,"","",,,,,,,S73840111,"",,,,,Myiophobus fasciatus,brcfly1,Species,,,5.00,2,,1999,2998
264289141,Photo,Buco Estriolado Occidental,Nystalus obamai,,Àlex Giménez,2020-09-10,2020,9,10,1538,Peru,PE-SAM,San Martín,,Pumarinri Amazon Lodge,-6.6072300,-76.2134800,"",,Unspecified,"","",,,,,,,S73545331,"",,,,,Nystalus obamai,wespuf1,Species,9940,,5.00,2,,3403,4525
264277301,Photo,Fringilo Cinéreo,Piezorina cinerea,,Jorge Alcalá,2020-09-20,2020,9,20,1353,Peru,PE-PIU,Piura,,"Calle 400, Talara, Piura",-4.5794746,-81.2783337,"",,Unspecified,"","",,,,,,,S73837982,"",,,,,Piezorina cinerea,cinfin1,Species,34257,,5.00,2,,1536,2048
264275481,Photo,Tortolita Peruana,Columbina cruziana,,Jorge Alcalá,2020-09-20,2020,9,20,1353,Peru,PE-PIU,Piura,,"Calle 400, Talara, Piura",-4.5794746,-81.2783337,"",,Unspecified,"","",,,,,,,S73837982,"",,,,,Columbina cruziana,crgdov1,Species,,,5.00,2,,1536,2048
263727091,Photo,Gavilán Gris Lineado,Buteo nitidus,,Christian  Nunes,2009-12-03,2009,12,3,630,Peru,PE-LOR,Loreto,,Pampa Hermosa,-7.1966367,-75.2957156,"",,Unspecified,"","",,,,,,,S73752117,"",,,,,Buteo nitidus,gryhaw3,Species,8061,,5.00,2,,991,1487
263639711,Photo,Hormiguero de Cabeza Rayada,Drymophila striaticeps,,Thibaud Aronson,2020-09-17,2020,9,17,544,Peru,PE-PAS,Pasco,,Carretera Antenna,-10.5531450,-75.3159142,Adult Male – 1,,Unspecified,"","",,,,,,,S73713936,"",,,,,Drymophila striaticeps,sthant1,Species,13273,,5.00,2,,2529,3793
263596891,Photo,Faláropo de Pico Fino,Phalaropus lobatus,,David F. Belmonte,2020-09-17,2020,9,17,825,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,"",,Unspecified,"","",,,,,,,S73727920,"",,,,Individuo solitario. ¿juvenil o adulto en muda?. Fue observado a las 9:46 am flotando cerca de la totora de la laguna Marvilla. Podría haber pasado desapercibido. Una fulica ardesiaca muy territorial lo espantó y lo hizo mas visible. Se juntó con un grupo de Phalaropus tricolor. Se mantuvo alrededor de 30 minutos a 1 o 2 metros de la orilla. Pudo observarse comportamientos de alimentación y limpieza. En ese intervalo de tiempo fue posible verificar el registro de la especie y tomar fotografías. La observación se prolongó hasta las 10:21 am.,Phalaropus lobatus,renpha,Species,5965,,5.00,2,,2512,4188
263594551,Photo,Playero Coleador,Actitis macularius,,David F. Belmonte,2020-09-17,2020,9,17,825,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,"",,Unspecified,"","",,,,,,,S73727920,"",,,,,Actitis macularius,sposan,Species,6026,,5.00,2,,3600,5408
263031741,Photo,Batará Murino,Thamnophilus murinus,,Thibaud Aronson,2020-08-25,2020,8,25,800,Peru,PE-PAS,Pasco,,PN Yanachaga-Chemillen--Sector Paujil,-10.3419439,-75.2527473,Adult Male – 1,,Unspecified,"","",,,,,,,S73155750,"",,,,,Thamnophilus murinus,mocant1,Species,12856,,5.00,2,,3327,4991
262584191,Photo,White-browed Gnatcatcher,Polioptila bilineata,,Renato David Rojas Cánova,2020-09-12,2020,9,12,1623,Peru,PE-PIU,Piura,,Humedal de Castilla,-5.2397167,-80.6064167,"","",Unspecified,"","",,,,,,,S73527829,"",,,,,Polioptila bilineata,trogna2,Species,26058,,5.00,2,Watermark,1198,1797
262245081,Photo,Pato Colorado,Spatula cyanoptera,,Pedro Eduardo Allasi Condo,2020-09-12,2020,9,12,706,Peru,PE-ARE,Arequipa,,"Auto selected -16.36545, -71.54793",-16.3654530,-71.5479340,"",,Unspecified,"","",,,,,,,S73487876,"",,,,,Spatula cyanoptera,cintea,Species,,,5.00,2,,1000,1500
261191141,Photo,Golondrina de Ala Blanca,Tachycineta albiventer,,Thibaud Aronson,2020-08-30,2020,8,30,620,Peru,PE-PAS,Pasco,,PN Yanachaga-Chemillen--Sector Paujil,-10.3419439,-75.2527473,"",,Unspecified,"","",,,,,,,S73281009,"",,,,,Tachycineta albiventer,whwswa1,Species,23213,,5.00,2,,2517,3775
260441941,Photo,Zambullidor Pimpollo,Rollandia rolland,,David F. Belmonte,2020-09-05,2020,9,5,815,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,-12.2243504,-76.9878852,"",,Unspecified,"","",,,,,,,S73234688,"",,,,,Rollandia rolland,whtgre3,Species,1723,,5.00,2,,3296,4984
260331741,Photo,Saltador Rayado,Saltator striatipectus,,Rutger Koperdraad,2020-09-05,2020,9,5,835,Peru,PE-LIM,Lima,,Parque Benemérita Guardia Civil,-12.1047539,-77.0591958,"",,Unspecified,"","",,,,,,,S73218136,"",,,,"After one-and-a-half hour waiting at this spot it finally appeared. I have tried hard to get this species on my year list. There were possibly two individuals, but I could not see the other one well enough to exclude that it was another species. No idea where it came from and where it went, but I only saw it for a minute or so eating some of the red fruits in the canopy of this tree, before it disappeared again.",Saltator striatipectus,strsal1,Species,34667,,5.00,2,,950,1267
260286031,Photo,Pincha-Flor Azulado,Diglossa caerulescens,,Per Smith,2014-03-19,2014,3,19,1400,Peru,PE-SAM,San Martín,,Bosque de Protección Alto Mayo--Fundo Alto Nieva,-5.6731028,-77.7627862,"",,Unspecified,"","",,,,,,,S73208070,"",,,,,Diglossa caerulescens,bluflo1,Species,34177,,5.00,2,,1805,2533
260268541,Photo,Angel-del-Sol Real,Heliangelus regalis,,Per Smith,2014-03-20,2014,3,20,600,Peru,PE-AMA,Amazonas,,Fundo Alto Nieva,-5.6718000,-77.7628000,"",,Unspecified,"","",,,,,,,S52023810,"",,,,,Heliangelus regalis,roysun1,Species,4326,,5.00,2,,2875,3415
260267451,Photo,Colibrí de Subcaudales Rufas,Urosticte ruficrissa,,Per Smith,2014-03-20,2014,3,20,600,Peru,PE-AMA,Amazonas,,Fundo Alto Nieva,-5.6718000,-77.7628000,"",,Unspecified,"","",,,,,,,S52023810,"",,,,,Urosticte ruficrissa,ruvwhi1,Species,4582,,5.00,2,,2712,2364
259593451,Photo,Mielero Común,Coereba flaveola,,David F. Belmonte,2020-09-01,2020,9,1,1525,Peru,PE-LIM,Lima,,Parque Benemérita Guardia Civil,-12.1047539,-77.0591958,"",,Unspecified,"","",,,,,,,S73090340,"",,,,,Coereba flaveola,banana,Species,34494,,5.00,2,,2968,4512
259208281,Photo,Cigüeña Maguari,Ciconia maguari,,Esteban Fong,2020-08-28,2020,8,28,600,Peru,PE-LOR,Loreto,,Rio Amazonas--Iquitos,-3.7066099,-73.2325927,"",,Unspecified,"","",,,,,,,S72905778,"",,,,3 individuos en una isla frente a la ciudad,Ciconia maguari,magsto1,Species,6948,,5.00,2,,1810,2756
258648081,Photo,Tijeral de Corona Castaña,Leptasthenura pileata,,Mark Maddock,2017-09-08,2017,9,8,700,Peru,PE-LIM,Lima,,Valle de Santa Eulalia--Quebrada Yanac (Polylepis),-11.6262500,-76.4360500,"",,Unspecified,"","",,,,,,,S68069272,"",,,,1 minimum.<br /><br /><b>Original My Birding scientific name:</b> Leptasthenura pileata pileata<br /><b>Photo:</b> X<br /><b>First Sighting:</b> X (Auto)<br />,Leptasthenura pileata,rctspi1,Species,,,5.00,2,,2400,3599
258141891,Photo,Guacamayo de Vientre Rojo,Orthopsittaca manilatus,,Klaus Maceda,2020-08-25,2020,8,25,1512,Peru,PE-MDD,Madre de Dios,,Aguajal--Madama,-12.5335919,-69.1460207,"",,Unspecified,"","",,,,,,,S72820874,"",,,,,Orthopsittaca manilatus,rebmac2,Species,12472,,5.00,2,,3000,4000
257943901,Photo,Mielero Común,Coereba flaveola,,David F. Belmonte,2020-08-25,2020,8,25,1435,Peru,PE-LIM,Lima,,Parque Benemérita Guardia Civil,-12.1047539,-77.0591958,"",,Unspecified,"","",,,,,,,S72821330,"",,,,,Coereba flaveola,banana,Species,34494,,5.00,2,,3056,4416
257443591,Photo,Chorlo Gritón,Charadrius vociferus,,David F. Belmonte,2020-08-22,2020,8,22,1130,Peru,PE-LIM,Lima,,Complejo Deportivo Manuel Bonilla,-12.1104082,-77.0527718,"",,Unspecified,"","",,,,,,,S72745597,"",,,,,Charadrius vociferus,killde,Species,5742,,5.00,2,,3304,4936
257371171,Photo,Calandria de Cola Larga,Mimus longicaudatus,,David F. Belmonte,2020-08-22,2020,8,22,800,Peru,PE-LIM,Lima,,Parque Benemérita Guardia Civil,-12.1047539,-77.0591958,"",,Unspecified,"","",,,,,,,S72734616,"",,,,,Mimus longicaudatus,lotmoc1,Species,27004,,5.00,2,,3600,5408
257276441,Photo,Tordo de Capucha Amarilla,Chrysomus icterocephalus,,Daniel Lebbin,2012-02-06,2012,2,6,901,Peru,PE-LOR,Loreto,,"Amazon River (near Muyuna Lodge), Riparian Scrub",-4.2163127,-73.3704758,"",,Unspecified,"","",,,,,,,S72715032,"",,,,,Chrysomus icterocephalus,yehbla2,Species,32836,,5.00,2,,2592,3872
257276401,Photo,Tordo de Capucha Amarilla,Chrysomus icterocephalus,,Daniel Lebbin,2012-02-06,2012,2,6,901,Peru,PE-LOR,Loreto,,"Amazon River (near Muyuna Lodge), Riparian Scrub",-4.2163127,-73.3704758,"",,Unspecified,"","",,,,,,,S72715032,"",,,,,Chrysomus icterocephalus,yehbla2,Species,32836,,5.00,2,,2592,3872
257276281,Photo,Tordo de Capucha Amarilla,Chrysomus icterocephalus,,Daniel Lebbin,2012-02-06,2012,2,6,901,Peru,PE-LOR,Loreto,,"Amazon River (near Muyuna Lodge), Riparian Scrub",-4.2163127,-73.3704758,"",,Unspecified,"","",,,,,,,S72715032,"",,,,,Chrysomus icterocephalus,yehbla2,Species,32836,,5.00,2,,2592,3872
256753471,Photo,Cachirla del Páramo,Anthus bogotensis,,Mathieu Waldeck,2015-08-06,2015,8,6,730,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S68061835,"",,,,<b>Photo:</b> X<br /><b>First Sighting:</b> X (Auto)<br />,Anthus bogotensis,parpip1,Species,30696,,5.00,2,,2091,3716
255808191,Photo,Tirano Tropical,Tyrannus melancholicus,,David F. Belmonte,2020-08-15,2020,8,15,1140,Peru,PE-LIM,Lima,,Parque María Reiche,-12.1154007,-77.0488201,"",,Unspecified,"","",,,,,,,S72454994,"",,,,,Tyrannus melancholicus,trokin,Species,,,5.00,2,,2484,3825
